nombre,Posicion,club_actual,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
jules koundé,DF,Barcelona,35,32,2899,1,2,4,0,67,245,64,2023-2024,laliga
toni kroos,MF,Real Madrid,33,24,2124,1,8,3,0,32,290,29,2023-2024,laliga
takefusa kubo,"FW,MF",Real Sociedad,30,24,2150,7,4,1,0,136,89,231,2023-2024,laliga
luca de la torre,MF,Celta Vigo,31,22,1956,1,4,4,1,58,93,88,2023-2024,laliga
yoel lago,DF,Celta Vigo,1,1,90,0,0,0,0,0,2,0,2023-2024,laliga
érik lamela,"FW,MF",Sevilla,13,5,463,2,0,3,0,11,17,28,2023-2024,laliga
bruno langa,DF,Almería,11,9,820,1,0,1,1,14,25,30,2023-2024,laliga
cyle larin,FW,Mallorca,35,20,1823,3,2,8,0,20,13,103,2023-2024,laliga
juanmi latasa,FW,Getafe,32,15,1555,2,0,7,1,7,16,82,2023-2024,laliga
toni lato,DF,Mallorca,28,16,1544,0,1,3,0,30,39,110,2023-2024,laliga
lázaro,"FW,MF",Almería,14,2,285,0,0,0,0,5,6,34,2023-2024,laliga
robin le normand,DF,Real Sociedad,29,28,2469,2,0,13,0,21,106,1,2023-2024,laliga
jeremías ledesma,GK,Cádiz,34,34,3048,0,0,0,0,0,0,0,2023-2024,laliga
florian lejeune,DF,Rayo Vallecano,37,37,3327,3,1,5,0,15,114,4,2023-2024,laliga
stefan lekovic,DF,Villarreal,1,0,29,0,0,0,0,0,0,0,2023-2024,laliga
iñigo lekue,DF,Athletic Club,27,22,2002,0,2,4,0,44,119,35,2023-2024,laliga
thomas lemar,MF,Atlético Madrid,3,3,164,0,0,0,0,5,13,9,2023-2024,laliga
álvaro lemos,DF,Las Palmas,4,3,251,0,0,1,0,6,17,8,2023-2024,laliga
ruben lendinez,DF,Valencia,1,0,11,0,0,0,0,0,0,3,2023-2024,laliga
robert lewandowski,FW,Barcelona,35,32,2750,19,8,5,0,43,64,168,2023-2024,laliga
samuel lino,"DF,MF",Atlético Madrid,34,25,2080,4,5,1,0,131,84,215,2023-2024,laliga
javier llabrés,"MF,FW",Mallorca,16,1,247,1,0,1,0,9,5,30,2023-2024,laliga
marcos llorente,"MF,DF",Atlético Madrid,37,29,2565,6,4,5,0,71,106,179,2023-2024,laliga
enzo loiodice,MF,Las Palmas,34,19,1790,0,1,2,0,27,97,72,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
david lópez,DF,Girona,25,25,1965,3,0,4,0,15,54,1,2023-2024,laliga
diego lópez,"MF,FW",Valencia,36,30,2656,3,6,2,0,75,73,180,2023-2024,laliga
fermin lópez,"MF,FW",Barcelona,31,14,1446,8,0,2,0,42,76,93,2023-2024,laliga
javi lópez,DF,Alavés,32,25,2386,1,3,3,0,53,92,120,2023-2024,laliga
unai lópez,MF,Rayo Vallecano,35,28,2108,1,2,8,0,32,116,59,2023-2024,laliga
dion lopy,MF,Almería,30,23,1916,0,0,5,0,23,90,19,2023-2024,laliga
anthony lozano,"MF,FW",Getafe,6,0,92,0,0,1,0,0,1,6,2023-2024,laliga
anthony lozano,FW,Almería,13,10,772,3,0,1,0,12,16,24,2023-2024,laliga
lucas,DF,Cádiz,28,15,1539,1,0,6,0,30,47,65,2023-2024,laliga
josé luis gayà,DF,Valencia,24,22,1791,1,2,2,0,41,72,97,2023-2024,laliga
josé luis morales,"FW,MF",Villarreal,29,8,1048,7,0,0,0,29,17,79,2023-2024,laliga
dodi lukebakio,"FW,MF",Sevilla,23,12,1125,5,1,0,0,48,26,116,2023-2024,laliga
andriy lunin,GK,Real Madrid,21,21,1890,0,0,2,0,0,0,0,2023-2024,laliga
darwin machís,MF,Cádiz,21,10,785,4,0,0,1,20,15,54,2023-2024,laliga
pablo maffeo,DF,Mallorca,22,17,1454,1,2,3,1,38,41,68,2023-2024,laliga
jon magunazelaia,"FW,MF",Real Sociedad,5,1,121,0,0,0,0,2,2,10,2023-2024,laliga
nemanja maksimović,MF,Getafe,37,37,3265,4,0,4,0,22,73,35,2023-2024,laliga
giorgi mamardashvili,GK,Valencia,37,37,3284,0,0,3,1,0,0,0,2023-2024,laliga
wilson manafá,"DF,MF",Granada,4,3,240,0,0,1,0,5,4,6,2023-2024,laliga
reinildo mandava,DF,Atlético Madrid,16,7,731,2,1,2,0,10,36,17,2023-2024,laliga
aïssa mandi,DF,Villarreal,16,12,1113,1,0,3,0,6,55,4,2023-2024,laliga
javier manquillo,"DF,MF",Celta Vigo,12,10,744,0,1,3,0,5,25,16,2023-2024,laliga
faitout maouassa,"DF,MF",Granada,6,2,229,0,1,0,0,8,6,15,2023-2024,laliga
marcão,DF,Sevilla,7,3,355,0,0,2,0,3,12,0,2023-2024,laliga
óscar de marcos,DF,Athletic Club,28,26,2258,1,5,5,0,51,143,125,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
alberto marí,FW,Valencia,16,2,276,1,1,0,0,2,6,13,2023-2024,laliga
josé mari,"MF,FW",Cádiz,3,0,14,0,0,1,0,0,1,1,2023-2024,laliga
josé maría giménez,DF,Atlético Madrid,22,14,1326,0,0,5,0,2,26,1,2023-2024,laliga
mariano,"FW,MF",Sevilla,9,2,244,0,0,1,0,3,6,17,2023-2024,laliga
rafa marín,DF,Alavés,33,27,2443,0,0,6,0,13,77,6,2023-2024,laliga
diego mariño,GK,Almería,1,1,90,0,0,0,0,0,0,0,2023-2024,laliga
mika mármol,DF,Las Palmas,36,36,3178,0,1,6,1,36,142,13,2023-2024,laliga
unai marrero,GK,Real Sociedad,2,1,142,0,0,0,0,0,0,0,2023-2024,laliga
roger martí,FW,Cádiz,23,18,1359,2,3,3,0,7,19,64,2023-2024,laliga
iván martín,MF,Girona,36,33,2729,5,4,5,0,84,143,109,2023-2024,laliga
jon martin,DF,Real Sociedad,1,0,24,0,0,0,0,0,0,0,2023-2024,laliga
mario martín,MF,Real Madrid,2,0,18,0,0,0,0,0,0,1,2023-2024,laliga
arnau martinez,DF,Girona,21,14,1241,0,2,5,0,29,68,16,2023-2024,laliga
iñigo martínez,DF,Barcelona,20,13,1296,0,0,5,0,33,97,5,2023-2024,laliga
marc martínez,GK,Granada,3,3,270,0,0,0,0,0,0,0,2023-2024,laliga
marvin,"FW,DF",Las Palmas,31,17,1855,0,2,5,0,60,36,177,2023-2024,laliga
omar mascarell,MF,Mallorca,29,18,1571,0,0,8,1,12,67,11,2023-2024,laliga
jaime mata,"FW,MF",Getafe,35,22,1787,5,1,10,1,16,19,138,2023-2024,laliga
luís maximiano,GK,Almería,33,33,2970,0,0,1,0,0,0,0,2023-2024,laliga
borja mayoral,FW,Getafe,27,25,2153,15,1,2,0,27,67,100,2023-2024,laliga
mamadou mbaye,DF,Cádiz,4,2,288,0,0,2,0,0,4,0,2023-2024,laliga
hannibal mejbri,MF,Sevilla,6,1,104,0,0,2,0,1,5,6,2023-2024,laliga
óscar melendo,"MF,FW",Granada,26,15,1122,0,0,2,0,21,38,33,2023-2024,laliga
gonzalo melero,"MF,FW",Almería,28,10,1103,1,1,3,0,23,49,33,2023-2024,laliga
memphis,FW,Atlético Madrid,23,9,893,5,1,2,0,16,27,82,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
houboulang mendes,DF,Almería,7,4,396,0,0,0,0,5,9,6,2023-2024,laliga
tomás mendes,MF,Alavés,1,0,6,0,0,0,0,0,0,0,2023-2024,laliga
brais méndez,"MF,FW",Real Sociedad,32,27,2413,5,6,7,0,45,128,121,2023-2024,laliga
bruno méndez,DF,Granada,17,15,1333,2,0,4,0,8,47,14,2023-2024,laliga
diego méndez,MF,Rayo Vallecano,1,0,5,0,0,0,0,1,1,0,2023-2024,laliga
ferland mendy,DF,Real Madrid,23,21,1720,0,0,5,0,19,84,96,2023-2024,laliga
jorge meré,DF,Cádiz,10,8,673,0,0,0,0,2,15,0,2023-2024,laliga
mikel merino,MF,Real Sociedad,32,27,2482,5,3,10,0,26,163,99,2023-2024,laliga
omenuke mfulu,"MF,FW",Las Palmas,5,1,82,0,0,1,0,1,1,0,2023-2024,laliga
miguel,"FW,MF",Alavés,3,1,65,0,0,0,0,1,0,3,2023-2024,laliga
éder militão,DF,Real Madrid,10,6,496,0,0,0,0,7,15,2,2023-2024,laliga
luis milla,MF,Getafe,27,25,2115,0,1,6,0,31,121,35,2023-2024,laliga
marko milovanović,"FW,MF",Almería,11,2,308,1,0,0,0,2,3,13,2023-2024,laliga
óscar mingueza,"DF,MF",Celta Vigo,38,33,2998,2,2,4,0,74,170,134,2023-2024,laliga
ignasi miquel,DF,Granada,34,33,2992,1,1,5,0,8,83,8,2023-2024,laliga
rafa mir,"FW,MF",Sevilla,15,3,391,2,0,1,0,3,2,16,2023-2024,laliga
juan miranda,DF,Betis,25,21,1858,1,1,8,0,35,103,95,2023-2024,laliga
stefan mitrović,DF,Getafe,11,9,699,1,0,3,0,4,19,2,2023-2024,laliga
luka modrić,MF,Real Madrid,32,18,1688,2,6,2,0,53,196,85,2023-2024,laliga
johan mojica,DF,Osasuna,30,22,2041,0,3,1,0,57,82,117,2023-2024,laliga
alberto moleiro,"FW,MF",Las Palmas,28,21,1803,3,3,1,0,86,87,184,2023-2024,laliga
nahuel molina,DF,Atlético Madrid,30,19,1852,2,3,4,1,47,68,170,2023-2024,laliga
jon moncayola,MF,Osasuna,33,21,1800,1,3,2,1,14,99,46,2023-2024,laliga
césar montes,DF,Almería,21,21,1788,0,0,5,0,7,52,2,2023-2024,laliga
álvaro morata,FW,Atlético Madrid,32,21,1904,15,3,4,1,22,20,88,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
alberto moreno,DF,Villarreal,27,17,1484,2,2,5,2,26,55,79,2023-2024,laliga
gerard moreno,FW,Villarreal,30,28,2215,10,6,0,0,48,155,199,2023-2024,laliga
jorge moreno,DF,Osasuna,1,0,15,0,0,0,0,0,0,0,2023-2024,laliga
ilaix moriba,"MF,FW",Getafe,14,8,605,0,2,5,1,8,21,19,2023-2024,laliga
manu morlanes,MF,Mallorca,35,16,1615,0,2,2,0,29,104,31,2023-2024,laliga
cristhian mosquera,DF,Valencia,36,33,3075,0,0,2,0,14,77,4,2023-2024,laliga
yerson mosquera,DF,Villarreal,16,14,1229,2,1,4,0,8,36,12,2023-2024,laliga
abdul mumin,DF,Rayo Vallecano,20,19,1694,1,0,5,1,6,38,4,2023-2024,laliga
iker muniain,"MF,FW",Athletic Club,20,5,594,2,0,1,0,18,43,50,2023-2024,laliga
aihen muñoz,DF,Real Sociedad,21,11,1127,0,2,2,0,24,39,23,2023-2024,laliga
iker muñoz,MF,Osasuna,28,20,1854,4,0,5,0,17,80,23,2023-2024,laliga
javier muñoz,MF,Las Palmas,37,30,2640,2,3,6,0,33,122,126,2023-2024,laliga
vedat muriqi,FW,Mallorca,29,25,2327,7,2,5,0,20,40,134,2023-2024,laliga
nacho,DF,Real Madrid,29,18,1746,0,1,4,2,13,55,9,2023-2024,laliga
matija nastasić,DF,Mallorca,26,25,2258,2,0,8,0,11,64,4,2023-2024,laliga
roberto navarro,"MF,FW",Cádiz,28,24,1888,1,1,0,1,81,70,119,2023-2024,laliga
jesús navas,DF,Sevilla,29,25,2003,0,2,6,1,54,103,141,2023-2024,laliga
álvaro negredo,"FW,MF",Cádiz,7,0,54,0,0,0,0,0,0,0,2023-2024,laliga
carlos neva,DF,Granada,36,36,3146,0,2,4,0,43,111,98,2023-2024,laliga
tanguy nianzou,DF,Sevilla,8,3,318,0,0,3,0,2,14,1,2023-2024,laliga
saúl ñíguez,MF,Atlético Madrid,34,14,1374,1,4,10,1,21,34,43,2023-2024,laliga
peru nolaskoain,"DF,MF",Athletic Club,2,0,10,0,0,0,0,0,0,0,2023-2024,laliga
randy nteka,"FW,MF",Rayo Vallecano,16,3,572,1,1,3,0,12,15,35,2023-2024,laliga
unai núñez,DF,Celta Vigo,34,31,2801,1,0,4,0,10,106,2,2023-2024,laliga
ørjan nyland,GK,Sevilla,24,24,2160,0,0,1,0,0,0,1,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
jan oblak,GK,Atlético Madrid,38,38,3420,0,0,1,0,0,0,0,2023-2024,laliga
brian ocampo,"MF,FW",Cádiz,13,1,248,1,0,2,0,18,9,25,2023-2024,laliga
lucas ocampos,"FW,MF",Sevilla,35,34,2871,4,3,8,0,117,124,265,2023-2024,laliga
álvaro odriozola,DF,Real Sociedad,9,6,393,0,0,0,0,14,8,12,2023-2024,laliga
aingeru olabarrieta,FW,Athletic Club,1,0,9,0,0,0,0,1,0,0,2023-2024,laliga
olasagasti,MF,Real Sociedad,14,2,360,0,0,3,0,8,13,12,2023-2024,laliga
samu omorodion,FW,Alavés,34,21,1918,8,1,6,0,30,18,100,2023-2024,laliga
samu omorodion,FW,Granada,1,1,80,1,0,0,0,0,0,3,2023-2024,laliga
aimar oroz,MF,Osasuna,33,26,2339,2,1,3,0,52,103,126,2023-2024,laliga
eneko ortiz,DF,Alavés,1,0,14,0,0,0,0,1,1,1,2023-2024,laliga
asier osambela,MF,Osasuna,1,0,9,0,0,0,0,0,0,1,2023-2024,laliga
milutin osmajić,MF,Cádiz,1,0,5,0,0,0,0,0,0,0,2023-2024,laliga
aiham ousou,DF,Cádiz,6,5,430,0,0,0,0,2,7,0,2023-2024,laliga
jesús owono,GK,Alavés,4,4,360,0,0,1,0,0,0,0,2023-2024,laliga
mikel oyarzabal,"FW,MF",Real Sociedad,33,23,2156,9,3,3,0,27,39,126,2023-2024,laliga
cenk özkacar,DF,Valencia,23,18,1598,0,0,3,0,17,56,5,2023-2024,laliga
jon pacheco,DF,Real Sociedad,23,16,1526,1,1,8,0,9,53,1,2023-2024,laliga
isaac palazón camacho,"MF,FW",Rayo Vallecano,37,34,2791,4,1,8,0,40,128,152,2023-2024,laliga
joaquín panichelli,"FW,MF",Alavés,8,2,226,0,0,0,0,3,6,10,2023-2024,laliga
sokratis papastathopoulos,DF,Betis,15,12,1136,0,0,6,0,1,13,1,2023-2024,laliga
victor parada,"FW,MF",Alavés,2,0,3,0,0,0,0,0,0,0,2023-2024,laliga
aitor paredes,DF,Athletic Club,34,31,2704,1,0,9,1,6,107,1,2023-2024,laliga
daniel parejo,MF,Villarreal,33,29,2580,3,5,4,0,11,210,28,2023-2024,laliga
pascu,FW,Villarreal,1,0,14,0,0,0,0,0,2,1,2023-2024,laliga
gabriel paulista,DF,Atlético Madrid,5,5,405,0,0,1,0,1,7,0,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
gabriel paulista,DF,Valencia,18,16,1398,0,0,6,1,2,33,2,2023-2024,laliga
nicolás paz,"MF,FW",Real Madrid,4,0,23,0,0,0,0,3,6,2,2023-2024,laliga
alfonso pedraza,DF,Villarreal,19,14,1116,1,3,4,1,56,31,97,2023-2024,laliga
pedri,"MF,FW",Barcelona,24,16,1476,4,2,3,0,41,136,81,2023-2024,laliga
adrià pedrosa,DF,Sevilla,31,15,1753,1,4,1,0,46,61,109,2023-2024,laliga
pejiño,FW,Las Palmas,17,6,504,2,0,1,0,17,20,66,2023-2024,laliga
facundo pellistri,"MF,FW",Granada,15,14,1232,2,1,2,1,33,22,96,2023-2024,laliga
iñaki peña,GK,Barcelona,10,10,900,0,0,0,0,0,0,0,2023-2024,laliga
marcos peña,MF,Almería,7,4,441,0,0,3,0,0,10,0,2023-2024,laliga
rubén peña,"DF,FW",Osasuna,29,26,2088,0,2,3,0,62,78,147,2023-2024,laliga
alberto perea,"MF,FW",Granada,2,0,2,0,0,0,0,0,2,1,2023-2024,laliga
ayoze pérez,FW,Betis,31,29,2294,9,1,4,0,90,80,175,2023-2024,laliga
carles pérez,"MF,DF",Celta Vigo,16,7,772,1,1,3,0,34,18,66,2023-2024,laliga
francisco perez,"MF,FW",Valencia,32,27,2049,1,4,4,0,59,41,145,2023-2024,laliga
kike pérez,"MF,FW",Rayo Vallecano,24,9,835,1,0,7,0,17,47,42,2023-2024,laliga
máximo perrone,MF,Las Palmas,29,20,1623,0,0,6,0,12,78,22,2023-2024,laliga
njegoš petrović,"MF,FW",Granada,10,0,157,0,0,0,0,3,8,3,2023-2024,laliga
germán pezzella,DF,Betis,32,32,2767,1,0,7,0,5,64,1,2023-2024,laliga
kamil piątkowski,DF,Granada,9,6,505,0,0,1,1,2,10,0,2023-2024,laliga
yeremi pino,"MF,FW",Villarreal,7,7,475,0,0,4,0,11,10,49,2023-2024,laliga
portu,FW,Getafe,3,0,97,0,0,1,0,3,3,3,2023-2024,laliga
portu,"MF,FW",Girona,33,11,1188,7,5,3,0,32,32,96,2023-2024,laliga
josé pozo,MF,Rayo Vallecano,2,0,19,0,0,0,0,0,1,2,2023-2024,laliga
alejandro pozo pozo,"DF,MF",Almería,21,9,976,0,0,3,0,22,44,62,2023-2024,laliga
beñat prados,"MF,DF",Athletic Club,26,16,1449,0,0,1,0,23,87,30,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
abdón prats,"FW,MF",Mallorca,34,11,1270,6,1,4,0,9,26,49,2023-2024,laliga
marc pubill,DF,Almería,23,22,1883,1,3,2,0,59,36,85,2023-2024,laliga
antonio puertas,"MF,FW",Granada,27,6,730,0,2,3,1,18,22,46,2023-2024,laliga
arnau puigmal,"FW,DF",Almería,11,3,255,0,0,3,0,4,8,17,2023-2024,laliga
nemanja radonjić,"MF,DF",Mallorca,11,4,353,0,0,0,0,23,12,43,2023-2024,laliga
aleksandar radovanović,DF,Almería,9,8,569,0,0,2,0,0,5,1,2023-2024,laliga
abdellah raihani,FW,Atlético Madrid,1,0,10,0,0,0,0,0,0,1,2023-2024,laliga
antonio raillo,DF,Mallorca,26,25,2195,3,2,6,1,24,80,4,2023-2024,laliga
predrag rajković,GK,Mallorca,36,36,3240,0,0,2,0,0,0,0,2023-2024,laliga
ivan rakitić,MF,Sevilla,18,16,1425,2,1,6,0,24,127,52,2023-2024,laliga
largie ramazani,"FW,MF",Almería,29,16,1555,3,5,11,2,59,42,104,2023-2024,laliga
benito ramírez,"FW,MF",Las Palmas,20,2,384,1,1,0,0,13,5,46,2023-2024,laliga
sandro ramírez,FW,Las Palmas,27,21,1808,1,3,3,0,61,54,209,2023-2024,laliga
chris ramos,"FW,MF",Cádiz,37,30,2612,5,1,5,0,31,28,102,2023-2024,laliga
sergio ramos,DF,Sevilla,28,28,2517,3,0,7,1,11,81,5,2023-2024,laliga
raphinha,"FW,MF",Barcelona,28,17,1368,6,9,4,1,49,57,164,2023-2024,laliga
andrei ratiu,"DF,MF",Rayo Vallecano,12,6,630,0,0,1,0,28,19,25,2023-2024,laliga
raúl,FW,Osasuna,35,13,1355,6,1,4,0,16,22,68,2023-2024,laliga
abderrahman rebbach,"FW,MF",Alavés,23,6,722,1,0,1,0,34,14,78,2023-2024,laliga
pepe reina,GK,Villarreal,2,2,180,0,0,2,1,0,0,0,2023-2024,laliga
álex remiro,GK,Real Sociedad,37,37,3275,0,0,3,1,0,1,0,2023-2024,laliga
chadi riad,DF,Betis,26,24,2164,0,0,1,0,4,34,1,2023-2024,laliga
diego rico,DF,Getafe,32,28,2535,0,7,10,0,28,119,79,2023-2024,laliga
luis rioja,"FW,MF",Alavés,37,31,2498,5,4,4,0,70,77,173,2023-2024,laliga
rodrigo riquelme,"DF,MF",Atlético Madrid,34,17,1528,3,5,1,0,87,53,166,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
alberto risco,MF,Getafe,4,1,137,0,0,0,0,3,6,14,2023-2024,laliga
mihailo ristić,"DF,MF",Celta Vigo,12,9,808,0,0,2,0,24,30,42,2023-2024,laliga
gorka rivera alonso,DF,Getafe,1,0,3,0,0,0,0,0,0,0,2023-2024,laliga
sergi roberto,"MF,DF",Barcelona,14,10,860,3,2,4,0,13,50,33,2023-2024,laliga
lucas robertone,MF,Almería,33,29,2381,0,5,11,0,31,128,37,2023-2024,laliga
marc roca,MF,Betis,26,24,1980,2,2,5,0,24,126,20,2023-2024,laliga
sergio rodelas,"FW,DF",Granada,3,2,122,0,1,0,0,3,1,5,2023-2024,laliga
rodri,"FW,MF",Betis,29,9,1051,0,0,0,0,49,65,116,2023-2024,laliga
álvaro rodríguez,FW,Real Madrid,1,0,1,0,0,0,0,0,0,0,2023-2024,laliga
óscar rodríguez arnaiz,"MF,FW",Getafe,24,9,967,2,1,9,0,13,52,48,2023-2024,laliga
damián rodríguez,MF,Celta Vigo,5,3,258,0,2,1,0,2,9,4,2023-2024,laliga
dani rodríguez,MF,Mallorca,36,31,2615,2,4,9,0,54,118,110,2023-2024,laliga
guido rodríguez,MF,Betis,24,22,1846,2,0,6,0,8,65,18,2023-2024,laliga
kirian rodríguez,MF,Las Palmas,37,36,3211,6,2,8,0,46,296,78,2023-2024,laliga
miguel rodríguez,MF,Celta Vigo,15,2,300,0,0,2,0,14,8,35,2023-2024,laliga
rodrygo,FW,Real Madrid,34,28,2380,10,5,2,0,159,90,301,2023-2024,laliga
carlos romero,DF,Villarreal,7,2,262,0,0,1,0,6,6,21,2023-2024,laliga
isaac romero,FW,Sevilla,14,14,1039,4,4,2,0,31,16,64,2023-2024,laliga
luka romero,FW,Almería,13,5,438,3,0,2,0,11,14,20,2023-2024,laliga
oriol romeu,MF,Barcelona,28,11,936,0,1,4,0,12,66,4,2023-2024,laliga
unai ropero,MF,Alavés,1,0,5,0,0,0,0,0,0,0,2023-2024,laliga
vitor roque,FW,Barcelona,14,2,328,2,0,4,1,12,2,26,2023-2024,laliga
antonio rüdiger,DF,Real Madrid,33,30,2709,1,0,7,0,17,88,1,2023-2024,laliga
javier rueda garcia,"MF,DF",Celta Vigo,1,0,20,0,0,0,0,0,1,2,2023-2024,laliga
aitor ruibal,"DF,FW",Betis,18,11,1017,2,1,5,0,22,54,50,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
sergio ruiz,MF,Granada,35,30,2494,0,4,9,0,34,113,23,2023-2024,laliga
youssouf sabaly,DF,Betis,12,12,1046,0,1,2,0,31,47,43,2023-2024,laliga
umar sadiq,FW,Real Sociedad,26,12,1077,3,1,4,0,18,13,74,2023-2024,laliga
pablo saenz,MF,Granada,1,0,19,0,0,0,0,0,2,0,2023-2024,laliga
kike salas,DF,Sevilla,23,19,1605,3,0,10,0,11,61,16,2023-2024,laliga
salvi,MF,Rayo Vallecano,1,0,28,0,0,0,0,2,0,2,2023-2024,laliga
diadie samassékou,MF,Cádiz,4,0,92,0,0,0,0,2,7,1,2023-2024,laliga
fede san emeterio,MF,Cádiz,4,3,152,1,0,1,1,0,4,0,2023-2024,laliga
oihan sancet,MF,Athletic Club,30,25,1975,4,5,5,2,76,121,157,2023-2024,laliga
ricard sánchez,DF,Granada,33,25,2295,3,0,8,0,49,84,103,2023-2024,laliga
antonio sánchez,MF,Mallorca,29,21,1452,3,1,3,0,35,57,61,2023-2024,laliga
juanlu sánchez,DF,Sevilla,26,11,1181,0,2,2,0,42,50,112,2023-2024,laliga
manu sánchez,"DF,MF",Celta Vigo,26,20,1775,0,5,3,0,41,74,67,2023-2024,laliga
jesús santiago,MF,Getafe,14,8,656,1,0,4,0,5,15,12,2023-2024,laliga
paco sanz,DF,Almería,1,0,24,0,0,0,0,0,0,0,2023-2024,laliga
stefan savić,DF,Atlético Madrid,23,19,1630,0,0,7,1,14,66,2,2023-2024,laliga
sávio,"FW,MF",Girona,37,35,2976,9,10,5,0,181,93,372,2023-2024,laliga
aleksandar sedlar,DF,Alavés,11,11,946,1,0,2,0,6,26,1,2023-2024,laliga
andré silva,FW,Real Sociedad,19,9,729,3,0,1,0,5,7,44,2023-2024,laliga
rui silva,GK,Betis,28,28,2475,0,0,4,0,0,1,1,2023-2024,laliga
giuliano simeone,FW,Alavés,14,6,630,1,2,1,0,25,24,47,2023-2024,laliga
unai simón,GK,Athletic Club,36,36,3182,0,0,2,0,0,0,0,2023-2024,laliga
daley sinkgraven,DF,Las Palmas,10,6,374,0,0,0,1,3,17,8,2023-2024,laliga
jailson siqueira,"DF,MF",Celta Vigo,14,9,897,0,1,1,0,16,38,8,2023-2024,laliga
antonio sivera,GK,Alavés,34,34,3060,0,0,3,0,0,0,0,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
rubén sobrino,"MF,FW",Cádiz,32,18,1646,0,1,8,1,27,34,78,2023-2024,laliga
alex sola,"FW,MF",Alavés,29,14,1262,0,3,2,0,40,42,103,2023-2024,laliga
alex sola,"DF,MF",Real Sociedad,2,0,30,0,0,0,0,1,1,0,2023-2024,laliga
jhon solis,MF,Girona,18,2,384,0,0,0,0,9,22,13,2023-2024,laliga
david soria,GK,Getafe,38,38,3413,0,0,3,0,0,0,0,2023-2024,laliga
alberto soro,MF,Granada,1,0,8,0,0,0,0,0,0,0,2023-2024,laliga
hugo sotelo,MF,Celta Vigo,17,8,721,0,1,1,0,16,55,13,2023-2024,laliga
boubakary soumaré,MF,Sevilla,28,26,2286,0,1,10,0,29,102,22,2023-2024,laliga
djibril sow,MF,Sevilla,24,18,1460,1,1,6,0,25,73,45,2023-2024,laliga
çağlar söyüncü,DF,Atlético Madrid,6,1,114,0,0,0,1,2,6,0,2023-2024,laliga
carl starfelt,DF,Celta Vigo,27,26,2216,1,0,4,0,5,38,1,2023-2024,laliga
jørgen strand larsen,FW,Celta Vigo,37,36,2863,13,3,5,0,33,25,183,2023-2024,laliga
cristhian stuani,FW,Girona,31,5,804,9,3,6,0,3,5,24,2023-2024,laliga
álex suárez,DF,Las Palmas,32,30,2562,2,0,7,0,12,109,15,2023-2024,laliga
damián suárez,DF,Getafe,16,15,1299,0,2,7,1,20,58,47,2023-2024,laliga
denis suárez,"MF,FW",Villarreal,4,1,133,0,0,0,0,4,13,7,2023-2024,laliga
suso,"MF,FW",Sevilla,29,15,1517,1,4,5,1,41,110,109,2023-2024,laliga
max svensson,FW,Osasuna,1,0,3,0,0,0,0,0,0,0,2023-2024,laliga
williot swedberg,"FW,MF",Celta Vigo,15,4,439,5,0,1,0,7,6,26,2023-2024,laliga
mamadou sylla,"FW,MF",Alavés,2,0,18,0,0,0,0,0,1,1,2023-2024,laliga
alexander sørloth,FW,Villarreal,34,30,2489,23,6,3,0,48,40,159,2023-2024,laliga
yassin tallal,FW,Getafe,1,0,3,0,0,0,0,1,0,1,2023-2024,laliga
renato tapia,"MF,DF",Celta Vigo,21,15,1337,0,0,5,1,9,61,14,2023-2024,laliga
césar tárrega,DF,Valencia,1,0,8,0,0,0,0,0,0,0,2023-2024,laliga
marciano tchami,"FW,MF",Almería,6,0,43,0,0,0,0,1,1,3,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
aurélien tchouaméni,"MF,DF",Real Madrid,27,22,1987,3,1,7,0,28,111,15,2023-2024,laliga
