nombre,Posicion,club_actual,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
kristian thorstvedt,MF,Sassuolo,31,13,1136,2,1,5,0,31,60,54,2022-2023,serie-a
jeremy toljan,DF,Sassuolo,31,29,2672,0,1,3,0,56,142,99,2022-2023,serie-a
rafael tolói,DF,Atalanta,32,32,2784,2,1,8,0,21,148,29,2022-2023,serie-a
fikayo tomori,DF,Milan,33,32,2760,1,1,5,0,26,122,10,2022-2023,serie-a
sandro tonali,MF,Milan,34,30,2713,2,7,7,0,61,159,86,2022-2023,serie-a
lorenzo tonelli,DF,Empoli,1,0,19,0,0,0,1,0,0,0,2022-2023,serie-a
william troost-ekong,DF,Salernitana,9,4,444,1,0,1,0,1,6,0,2022-2023,serie-a
frank tsadjout,FW,Cremonese,20,14,1051,3,1,1,0,15,18,63,2022-2023,serie-a
alessandro tuia,DF,Lecce,7,6,509,0,0,1,0,1,20,0,2022-2023,serie-a
martin turk,GK,Sampdoria,4,4,360,0,0,0,0,0,0,0,2022-2023,serie-a
destiny udogie,DF,Udinese,33,31,2704,3,4,5,0,109,106,155,2022-2023,serie-a
samir ujkani,GK,Empoli,1,0,7,0,0,0,0,0,0,0,2022-2023,serie-a
samuel umtiti,DF,Lecce,25,24,2113,0,0,8,0,12,56,2,2022-2023,serie-a
diego valencia,"MF,FW",Salernitana,12,0,231,0,0,1,0,1,4,21,2022-2023,serie-a
emanuele valeri,DF,Cremonese,37,31,2785,2,3,3,0,111,90,158,2022-2023,serie-a
mattia valoti,"MF,FW",Monza,16,4,453,0,0,1,0,7,16,9,2022-2023,serie-a
johan vásquez,DF,Cremonese,25,19,1813,1,0,7,0,18,48,12,2022-2023,serie-a
matías vecino,MF,Lazio,32,17,1691,2,0,6,0,22,88,17,2022-2023,serie-a
miguel veloso,MF,Hellas Verona,22,14,1163,0,0,6,0,17,84,22,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
lorenzo venuti,DF,Fiorentina,17,9,924,0,1,2,0,24,44,43,2022-2023,serie-a
daniele verde,"FW,MF",Spezia,25,11,998,3,0,1,0,18,42,57,2022-2023,serie-a
simone verdi,"MF,FW",Hellas Verona,24,12,1096,5,0,3,0,34,46,57,2022-2023,serie-a
valerio verre,MF,Sampdoria,18,6,677,0,0,5,0,16,45,27,2022-2023,serie-a
guglielmo vicario,GK,Empoli,31,31,2783,0,0,3,0,0,0,0,2022-2023,serie-a
ronaldo vieira,MF,Torino,2,0,16,0,0,0,0,0,1,0,2022-2023,serie-a
ronaldo vieira,MF,Sampdoria,16,8,815,0,0,3,0,6,39,5,2022-2023,serie-a
emanuel vignato,"MF,FW",Bologna,8,2,242,0,1,1,0,3,9,4,2022-2023,serie-a
emanuel vignato,"MF,FW",Empoli,5,0,57,1,0,0,0,1,7,5,2022-2023,serie-a
samuele vignato,"MF,FW",Monza,5,0,62,0,1,0,0,4,1,6,2022-2023,serie-a
tonny vilhena,MF,Salernitana,33,27,2265,4,1,5,0,30,80,59,2022-2023,serie-a
gonzalo villar,MF,Sampdoria,15,8,696,0,0,2,0,9,26,2,2022-2023,serie-a
matías viña,DF,Roma,3,1,55,0,0,0,0,2,2,4,2022-2023,serie-a
dušan vlahović,FW,Juventus,27,22,1925,10,2,1,0,22,40,117,2022-2023,serie-a
nikola vlašić,"MF,FW",Torino,34,29,2728,5,6,1,0,85,106,210,2022-2023,serie-a
joel voelkerling persson,"FW,MF",Lecce,9,0,99,0,0,0,0,1,3,10,2022-2023,serie-a
mërgim vojvoda,DF,Torino,29,18,1719,0,5,3,0,30,125,81,2022-2023,serie-a
cristian volpato,MF,Roma,7,2,227,1,1,0,0,8,18,24,2022-2023,serie-a
lukáš vorlický,"MF,FW",Atalanta,3,0,24,0,0,0,0,2,3,3,2022-2023,serie-a
aster vranckx,MF,Milan,9,2,240,0,0,1,0,2,4,5,2022-2023,serie-a
stefan de vrij,DF,Inter,27,22,1945,1,0,4,0,13,55,0,2022-2023,serie-a
walace,MF,Udinese,37,37,3190,0,1,6,0,47,170,36,2022-2023,serie-a
sebastian walukiewicz,DF,Empoli,11,6,603,0,0,0,0,6,13,0,2022-2023,serie-a
georginio wijnaldum,MF,Roma,14,10,769,2,0,0,0,16,18,33,2022-2023,serie-a
harry winks,MF,Sampdoria,20,19,1716,0,0,2,0,19,117,17,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
przemysław wiśniewski,DF,Spezia,14,11,1003,1,0,3,0,2,24,1,2022-2023,serie-a
gerard yepes,MF,Sampdoria,5,2,198,0,0,2,0,3,7,6,2022-2023,serie-a
mattia zaccagni,FW,Lazio,35,33,2770,10,6,9,0,118,76,282,2022-2023,serie-a
denis zakaria,MF,Juventus,2,1,123,0,0,0,0,2,3,3,2022-2023,serie-a
nicola zalewski,DF,Roma,33,26,2197,2,1,3,0,92,85,99,2022-2023,serie-a
andre-frank zambo anguissa,MF,Napoli,36,36,3050,3,5,3,0,58,181,140,2022-2023,serie-a
luca zanimacchia,"MF,FW",Cremonese,15,9,746,0,0,2,0,22,26,70,2022-2023,serie-a
nicolò zaniolo,"MF,FW",Roma,13,12,890,1,0,4,0,34,19,69,2022-2023,serie-a
alessandro zanoli,DF,Sampdoria,22,16,1540,2,3,3,0,50,36,60,2022-2023,serie-a
alessandro zanoli,DF,Napoli,1,0,12,0,0,0,0,1,0,2,2022-2023,serie-a
mattia zanotti,DF,Inter,2,0,27,0,0,0,0,1,1,2,2022-2023,serie-a
duván zapata,FW,Atalanta,25,16,1390,2,2,1,0,35,40,140,2022-2023,serie-a
davide zappacosta,DF,Atalanta,21,18,1471,4,2,4,0,48,55,101,2022-2023,serie-a
karim zedadka,FW,Napoli,3,0,20,0,0,0,0,1,0,4,2022-2023,serie-a
deyovaisio zeefuik,DF,Hellas Verona,1,0,10,0,0,0,0,1,0,1,2022-2023,serie-a
marvin zeegelaar,DF,Udinese,7,4,353,1,0,3,1,6,9,11,2022-2023,serie-a
alessio zerbin,FW,Napoli,10,2,198,0,0,1,0,5,6,20,2022-2023,serie-a
piotr zieliński,MF,Napoli,37,27,2287,3,8,3,0,62,128,129,2022-2023,serie-a
david zima,DF,Torino,9,4,406,0,0,0,0,3,12,5,2022-2023,serie-a
joshua zirkzee,FW,Bologna,19,5,822,2,2,1,0,10,17,74,2022-2023,serie-a
jeroen zoet,GK,Spezia,5,4,334,0,0,1,0,0,0,0,2022-2023,serie-a
nadir zortea,"DF,MF",Atalanta,9,1,222,1,0,1,0,11,9,13,2022-2023,serie-a
nadir zortea,DF,Sassuolo,10,7,657,0,1,4,0,24,38,25,2022-2023,serie-a
petar zovko,GK,Spezia,1,0,74,0,0,0,0,0,0,0,2022-2023,serie-a
szymon żurkowski,MF,Fiorentina,2,0,32,0,1,0,0,3,1,4,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
szymon żurkowski,MF,Spezia,10,3,427,0,0,1,0,9,10,10,2022-2023,serie-a
milan đurić,FW,Hellas Verona,28,14,1366,1,1,3,0,2,29,72,2022-2023,serie-a
filip đuričić,"MF,FW",Sampdoria,32,27,2171,3,0,9,0,39,77,83,2022-2023,serie-a
