nombre,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
davide zappacosta,DF,1992,31,23,1867,2,1,5,0,67,78,132,2023-2024,serie-a
oier zarraga,MF,1999,15,4,404,2,0,0,0,5,8,10,2023-2024,serie-a
jordan zemura,DF,1999,27,10,1038,1,0,1,0,23,32,52,2023-2024,serie-a
alessio zerbin,"DF,FW",1999,13,7,684,0,1,2,1,17,20,46,2023-2024,serie-a
alessio zerbin,"FW,DF",1999,7,1,150,0,0,0,0,6,3,18,2023-2024,serie-a
kevin zeroli,MF,2005,3,0,28,0,0,0,0,0,1,2,2023-2024,serie-a
piotr zieliński,MF,1994,28,23,1924,3,2,1,0,38,131,88,2023-2024,serie-a
david zima,DF,2000,5,0,91,0,0,0,0,1,1,0,2023-2024,serie-a
joshua zirkzee,FW,2001,34,32,2759,11,4,8,0,53,86,182,2023-2024,serie-a
nadir zortea,DF,1999,14,14,1258,1,5,3,0,31,42,71,2023-2024,serie-a
nadir zortea,DF,1999,5,0,149,1,0,1,0,7,10,22,2023-2024,serie-a
szymon żurkowski,MF,1997,13,10,868,4,0,4,0,17,20,37,2023-2024,serie-a
milan đurić,FW,1990,20,13,1204,5,1,2,0,3,15,33,2023-2024,serie-a
milan đurić,FW,1990,17,13,1257,4,1,2,0,2,8,31,2023-2024,serie-a
mateusz łęgowski,MF,2003,29,10,1145,0,0,3,0,16,37,17,2023-2024,serie-a
