nombre,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
calum chambers,"MF,DF",1995,5,1,152,0,1,1,0,0,5,1,2023-2024,premier-league
youssef chermiti,FW,2004,18,1,208,0,0,3,0,5,5,15,2023-2024,premier-league
ben chilwell,DF,1996,13,9,756,0,1,5,0,22,25,59,2023-2024,premier-league
tawanda chirewa,"MF,FW",2003,8,1,145,0,0,1,0,1,7,8,2023-2024,premier-league
leon chiwome,FW,2006,3,2,174,0,0,0,0,1,2,7,2023-2024,premier-league
tahith chong,"MF,FW",1999,33,20,1982,4,0,4,0,57,72,101,2023-2024,premier-league
ryan christie,MF,1995,37,35,2907,0,5,6,0,60,167,78,2023-2024,premier-league
carney chukwuemeka,"MF,FW",2003,9,2,227,1,1,2,0,4,12,19,2023-2024,premier-league
bobby clark,MF,2005,5,1,89,0,0,0,0,3,3,7,2023-2024,premier-league
jordan clark,MF,1993,23,14,1304,1,1,4,0,21,51,39,2023-2024,premier-league
nathaniel clyne,DF,1991,19,14,1338,0,0,0,0,10,33,18,2023-2024,premier-league
séamus coleman,DF,1988,12,7,665,0,0,0,0,5,22,16,2023-2024,premier-league
nathan collins,DF,2001,32,29,2652,1,1,3,0,11,97,18,2023-2024,premier-league
levi colwill,DF,2003,23,20,1797,1,1,2,0,23,73,27,2023-2024,premier-league
lewis cook,MF,1997,33,32,2786,0,3,5,1,22,142,15,2023-2024,premier-league
jack cork,MF,1989,4,0,27,0,0,0,0,4,4,1,2023-2024,premier-league
maxwel cornet,"MF,FW",1996,7,1,112,1,0,0,0,3,2,8,2023-2024,premier-league
vladimír coufal,DF,1992,36,36,3132,0,7,7,1,68,119,126,2023-2024,premier-league
philippe coutinho,"MF,FW",1992,2,0,25,0,0,0,0,5,5,2,2023-2024,premier-league
aaron cresswell,"DF,FW",1989,11,4,436,0,0,1,0,4,26,6,2023-2024,premier-league
marc cucurella,DF,1998,21,20,1782,0,2,10,0,31,50,73,2023-2024,premier-league
josh cullen,MF,1996,25,23,2057,2,3,9,0,22,123,22,2023-2024,premier-league
matheus cunha,"FW,MF",1999,32,29,2440,12,7,9,0,107,87,139,2023-2024,premier-league
sam curtis,DF,2005,1,0,28,0,0,0,0,0,1,1,2023-2024,premier-league
mahmoud dahoud,MF,1996,9,6,452,0,1,1,1,4,11,6,2023-2024,premier-league
ameen al-dakhil,DF,2002,13,12,1056,1,0,1,0,7,35,9,2023-2024,premier-league
diogo dalot,DF,1999,36,35,3174,2,3,6,1,52,124,111,2023-2024,premier-league
mikkel damsgaard,MF,2000,23,7,842,0,2,2,0,16,61,32,2023-2024,premier-league
danilo,MF,2001,29,20,1792,2,2,4,0,22,82,28,2023-2024,premier-league
arnaut danjuma,"MF,FW",1997,14,5,595,1,0,0,0,24,9,44,2023-2024,premier-league
jayden danns,FW,2006,2,0,9,0,0,1,0,0,1,2,2023-2024,premier-league
josh dasilva,"DF,FW",1998,3,0,24,0,0,0,0,2,2,5,2023-2024,premier-league
david datro fofana,FW,2002,15,10,879,4,1,1,0,21,15,39,2023-2024,premier-league
ben davies,DF,1993,17,12,1090,1,0,2,0,13,71,20,2023-2024,premier-league
tom davies,MF,1998,9,2,221,0,0,2,0,3,8,3,2023-2024,premier-league
craig dawson,DF,1990,25,25,2209,1,1,7,0,1,49,4,2023-2024,premier-league
kevin de bruyne,MF,1991,18,15,1221,4,10,2,0,47,111,133,2023-2024,premier-league
bobby de cordova-reid,FW,1993,33,17,1423,6,2,4,0,35,47,95,2023-2024,premier-league
hannes delcroix,DF,1999,12,5,589,0,0,2,0,2,18,6,2023-2024,premier-league
leander dendoncker,MF,1995,8,1,119,1,0,0,0,0,3,2,2023-2024,premier-league
moussa diaby,"FW,MF",1999,38,25,2174,6,8,1,0,94,72,183,2023-2024,premier-league
amad diallo,"FW,MF",2002,9,3,390,1,1,1,0,11,10,31,2023-2024,premier-league
amadou diallo,MF,2003,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
rúben dias,DF,1997,30,28,2559,0,0,0,0,34,173,16,2023-2024,premier-league
luis díaz,FW,1997,37,32,2629,8,5,3,0,137,113,302,2023-2024,premier-league
eric dier,DF,1994,4,1,201,0,0,0,0,0,3,0,2023-2024,premier-league
lucas digne,DF,1993,33,27,2410,1,3,7,0,42,77,200,2023-2024,premier-league
issa diop,DF,1997,18,16,1424,0,0,4,1,11,66,1,2023-2024,premier-league
axel disasi,DF,1998,31,29,2579,2,0,6,0,30,112,21,2023-2024,premier-league
ben doak,FW,2005,1,0,14,0,0,0,0,0,0,0,2023-2024,premier-league
lewis dobbin,MF,2003,12,1,232,1,0,1,0,6,3,20,2023-2024,premier-league
matt doherty,"DF,MF",1992,30,9,1150,1,0,2,0,12,31,64,2023-2024,premier-league
jeremy doku,"FW,MF",2002,29,18,1595,3,8,3,0,218,57,295,2023-2024,premier-league
nicolás domínguez,"MF,FW",1998,26,19,1495,2,2,4,0,14,91,43,2023-2024,premier-league
jamie donley,FW,2005,3,0,3,0,0,1,0,0,0,0,2023-2024,premier-league
abdoulaye doucouré,"FW,MF",1993,32,32,2629,7,1,7,0,55,97,140,2023-2024,premier-league
cheick doucouré,MF,2000,11,11,919,0,0,2,0,9,49,5,2023-2024,premier-league
alfie doughty,DF,1999,37,34,2925,2,8,5,0,94,106,164,2023-2024,premier-league
tommy doyle,MF,2001,26,11,1222,0,0,2,0,21,81,17,2023-2024,premier-league
radu drăgușin,DF,2002,9,4,429,0,0,1,0,5,8,1,2023-2024,premier-league
martin dúbravka,GK,1989,23,22,1985,0,0,1,0,0,0,0,2023-2024,premier-league
paul dummett,DF,1991,5,0,20,0,0,0,0,1,1,0,2023-2024,premier-league
lewis dunk,DF,1991,33,33,2869,3,1,7,1,33,152,13,2023-2024,premier-league
jáder durán,"FW,MF",2003,23,3,475,5,0,5,0,9,9,25,2023-2024,premier-league
george earthy,FW,2004,3,0,34,1,0,0,0,0,1,3,2023-2024,premier-league
ederson,GK,1993,33,33,2785,0,0,5,0,0,4,0,2023-2024,premier-league
odsonne édouard,"FW,MF",1998,30,17,1555,7,0,4,0,33,36,100,2023-2024,premier-league
john egan,DF,1992,6,6,482,0,0,2,0,0,5,1,2023-2024,premier-league
hjalmar ekdal,DF,1998,8,5,437,0,0,2,0,5,11,1,2023-2024,premier-league
anthony elanga,"FW,MF",2002,36,25,2433,5,9,1,0,98,49,196,2023-2024,premier-league
harvey elliott,"MF,FW",2003,34,11,1352,3,6,2,0,44,128,122,2023-2024,premier-league
mohamed elneny,MF,1992,3,0,28,0,0,0,0,1,1,0,2023-2024,premier-league
emerson,DF,1999,22,11,1161,1,0,4,0,21,57,35,2023-2024,premier-league
julio enciso,"MF,FW",2004,12,5,475,0,2,2,0,28,21,29,2023-2024,premier-league
wataru endo,MF,1993,29,20,1722,1,0,10,0,10,101,21,2023-2024,premier-league
christian eriksen,MF,1992,22,12,1141,1,2,1,0,20,68,23,2023-2024,premier-league
maxime estève,DF,2002,16,15,1309,0,0,6,0,15,40,3,2023-2024,premier-league
pervis estupiñán,DF,1998,19,15,1243,2,3,4,0,47,83,88,2023-2024,premier-league
jonny evans,DF,1988,23,15,1392,0,1,2,0,7,37,1,2023-2024,premier-league
eberechi eze,"MF,FW",1998,27,24,2055,11,4,3,0,68,93,139,2023-2024,premier-league
łukasz fabiański,GK,1985,10,7,721,0,0,0,0,0,1,0,2023-2024,premier-league
romain faivre,"MF,FW",1998,5,0,41,0,0,1,0,4,5,4,2023-2024,premier-league
ansu fati,"MF,FW",2002,19,3,521,2,0,2,0,16,28,50,2023-2024,premier-league
felipe,DF,1989,7,4,375,0,0,4,0,1,6,0,2023-2024,premier-league
evan ferguson,FW,2004,27,15,1367,6,0,1,0,13,15,62,2023-2024,premier-league
bruno fernandes,"MF,FW",1994,35,35,3118,10,8,9,0,86,297,182,2023-2024,premier-league
enzo fernández,MF,2001,28,26,2209,3,2,7,0,52,210,54,2023-2024,premier-league
john fleck,"MF,DF",1991,4,1,92,0,0,1,0,2,3,0,2023-2024,premier-league
mark flekken,GK,1993,37,37,3285,0,1,3,0,0,5,0,2023-2024,premier-league
phil foden,"FW,MF",2000,35,33,2857,19,8,2,0,93,168,269,2023-2024,premier-league
wes foderingham,GK,1991,30,29,2649,0,0,2,0,0,0,0,2023-2024,premier-league
pablo fornals,"MF,FW",1996,15,4,426,0,0,0,0,4,29,27,2023-2024,premier-league
omari forson,FW,2004,4,1,70,0,1,0,0,1,2,2,2023-2024,premier-league
lyle foster,"FW,MF",2000,24,22,1899,5,3,0,1,55,37,104,2023-2024,premier-league
matheus frança,"MF,FW",2004,10,1,232,0,1,1,0,12,8,12,2023-2024,premier-league
nathan fraser,FW,2005,7,1,186,0,0,1,0,1,2,21,2023-2024,premier-league
cody gakpo,"FW,MF",1999,35,17,1649,8,5,1,0,43,83,130,2023-2024,premier-league
conor gallagher,MF,2000,37,37,3128,5,7,9,1,62,172,122,2023-2024,premier-league
idrissa gana gueye,MF,1989,25,24,1884,4,0,8,0,29,83,41,2023-2024,premier-league
alejandro garnacho,FW,2004,36,30,2565,7,4,4,0,178,62,281,2023-2024,premier-league
james garner,MF,2001,37,34,3004,1,2,7,0,36,100,76,2023-2024,premier-league
saman ghoddos,DF,1993,19,7,739,1,0,5,0,22,36,31,2023-2024,premier-league
morgan gibbs-white,"MF,FW",2000,37,35,3156,5,10,9,0,79,171,181,2023-2024,premier-league
bryan gil,"FW,MF",2001,11,2,209,0,0,0,0,11,16,49,2023-2024,premier-league
alfie gilchrist,DF,2003,11,2,207,1,0,1,0,1,7,4,2023-2024,premier-league
ryan giles,"DF,MF",2000,11,5,503,0,0,0,0,9,17,30,2023-2024,premier-league
billy gilmour,MF,2001,30,24,2120,0,1,8,1,39,193,33,2023-2024,premier-league
ben godfrey,DF,1998,15,13,1120,0,0,2,0,11,43,26,2023-2024,premier-league
andré gomes,"MF,FW",1993,12,3,508,1,0,4,0,8,36,29,2023-2024,premier-league
joão gomes,MF,2001,34,32,2649,2,1,11,0,28,101,44,2023-2024,premier-league
toti gomes,DF,1999,35,31,2772,1,3,7,0,22,79,11,2023-2024,premier-league
joe gomez,DF,1997,32,17,1786,0,1,5,0,44,100,105,2023-2024,premier-league
sergio gómez,"FW,MF",2000,6,0,53,0,1,0,0,4,2,4,2023-2024,premier-league
enso gonzalez,"MF,DF",2005,1,0,1,0,0,0,0,0,0,2,2023-2024,premier-league
anthony gordon,FW,2001,35,34,2890,11,10,12,1,138,101,232,2023-2024,premier-league
kaide gordon,FW,2004,1,0,1,0,0,0,0,0,1,0,2023-2024,premier-league
daniel gore,MF,2004,1,0,1,0,0,0,0,0,0,0,2023-2024,premier-league
ryan gravenberch,MF,2002,26,12,1121,1,0,0,0,39,78,71,2023-2024,premier-league
ivo grbić,GK,1996,9,9,771,0,0,1,0,0,0,0,2023-2024,premier-league
jack grealish,"FW,MF",1995,20,10,1009,3,1,6,0,87,50,146,2023-2024,premier-league
pascal groß,"MF,DF",1991,36,34,3114,4,10,6,0,83,302,180,2023-2024,premier-league
marc guéhi,DF,2000,25,23,2021,0,1,2,0,15,67,7,2023-2024,premier-league
bruno guimarães,MF,1997,37,37,3263,7,8,9,0,65,283,73,2023-2024,premier-league
malo gusto,DF,2003,27,19,1751,0,6,7,1,78,86,135,2023-2024,premier-league
joško gvardiol,DF,2002,28,26,2328,4,1,3,0,63,136,115,2023-2024,premier-league
erling haaland,FW,2000,31,29,2552,27,5,1,0,35,26,126,2023-2024,premier-league
antwoine hackford,FW,2004,2,0,13,0,0,0,0,0,0,0,2023-2024,premier-league
lewis hall,DF,2004,18,8,781,1,0,2,0,19,46,27,2023-2024,premier-league
gustavo hamer,MF,1997,36,34,2910,4,6,9,0,36,135,86,2023-2024,premier-league
luke harris,MF,2005,1,0,75,0,0,0,0,0,1,0,2023-2024,premier-league
jack harrison,"MF,FW",1996,29,25,2214,3,3,1,0,65,62,135,2023-2024,premier-league
daiki hashioka,DF,1999,10,6,595,0,0,0,0,3,21,16,2023-2024,premier-league
kai havertz,"MF,FW",1999,37,30,2634,13,7,11,0,55,99,191,2023-2024,premier-league
jan paul van hecke,DF,2000,28,26,2369,0,0,4,0,25,147,7,2023-2024,premier-league
hwang hee-chan,"FW,MF",1996,29,25,2119,12,3,6,0,37,37,120,2023-2024,premier-league
dean henderson,GK,1997,18,18,1620,0,0,2,0,0,0,0,2023-2024,premier-league
rico henry,DF,1997,5,5,401,0,1,1,0,13,20,12,2023-2024,premier-league
son heung-min,FW,1992,35,34,2934,17,10,1,0,119,139,325,2023-2024,premier-league
aaron hickey,DF,2002,9,9,713,0,0,5,0,9,21,13,2023-2024,premier-league
james hill,DF,2002,5,1,76,0,0,0,0,0,5,1,2023-2024,premier-league
jack hinshelwood,DF,2005,12,8,869,3,0,1,0,16,19,38,2023-2024,premier-league
mason holgate,DF,1996,10,9,710,0,0,3,1,0,13,0,2023-2024,premier-league
callum hudson-odoi,"FW,MF",2000,29,20,1854,8,1,0,0,111,58,173,2023-2024,premier-league
will hughes,MF,1995,30,23,1891,0,1,6,0,14,76,17,2023-2024,premier-league
pierre højbjerg,MF,1995,36,8,1311,0,0,4,0,17,134,29,2023-2024,premier-league
rasmus højlund,FW,2003,30,25,2158,10,2,2,0,35,33,111,2023-2024,premier-league
igor,DF,1998,24,17,1637,0,0,4,0,30,107,12,2023-2024,premier-league
danny ings,FW,1992,20,3,404,1,0,1,0,7,8,29,2023-2024,premier-league
tim iroegbunam,MF,2003,9,1,164,0,0,0,0,3,1,0,2023-2024,premier-league
alexander isak,FW,1999,30,27,2255,21,2,1,0,68,71,129,2023-2024,premier-league
alex iwobi,MF,1996,2,2,140,0,0,0,0,6,4,8,2023-2024,premier-league
alex iwobi,"FW,MF",1996,30,25,2192,5,2,2,0,109,147,175,2023-2024,premier-league
nicolas jackson,FW,2001,35,31,2799,14,5,10,0,70,67,200,2023-2024,premier-league
reece james,DF,1999,10,5,419,0,2,2,2,19,21,35,2023-2024,premier-league
vitaly janelt,"MF,DF",1998,38,37,3054,1,3,8,0,25,123,81,2023-2024,premier-league
daniel jebbison,FW,2003,1,0,21,0,0,0,0,0,0,1,2023-2024,premier-league
mathias jensen,MF,1996,32,27,2204,3,3,5,0,19,123,66,2023-2024,premier-league
gabriel jesus,FW,1997,27,17,1478,4,5,6,0,38,42,155,2023-2024,premier-league
raúl jiménez,FW,1991,24,18,1395,7,0,3,1,11,24,87,2023-2024,premier-league
joão pedro,"FW,MF",2001,31,19,2045,9,3,2,0,83,92,205,2023-2024,premier-league
joelinton,"MF,FW",1996,20,15,1279,2,1,6,0,29,56,60,2023-2024,premier-league
ben johnson,"DF,FW",2000,14,4,544,0,0,1,0,17,22,33,2023-2024,premier-league
brennan johnson,FW,2001,32,23,2085,5,10,3,0,97,72,293,2023-2024,premier-league
brennan johnson,"FW,MF",2001,3,3,237,0,0,0,0,8,1,14,2023-2024,premier-league
joseph johnson,DF,2006,2,0,77,0,0,1,0,0,2,1,2023-2024,premier-league
sam johnstone,GK,1993,20,20,1796,0,0,1,0,0,0,0,2023-2024,premier-league
curtis jones,MF,2001,23,14,1167,1,1,3,1,31,74,88,2023-2024,premier-league
jorginho,MF,1991,24,10,921,0,2,1,0,8,101,8,2023-2024,premier-league
diogo jota,FW,1996,21,14,1145,10,3,3,1,54,34,111,2023-2024,premier-league
mads juel andersen,DF,1997,8,4,400,1,0,1,0,0,7,1,2023-2024,premier-league
hamed junior traorè,MF,2000,3,0,47,0,0,0,0,2,3,4,2023-2024,premier-league
mathias jørgensen,DF,1990,14,12,1087,1,0,4,0,5,50,4,2023-2024,premier-league
issa kaboré,DF,2001,24,21,1729,0,2,7,0,60,54,85,2023-2024,premier-league
sasa kalajdzic,FW,1997,11,1,166,2,0,0,0,1,5,9,2023-2024,premier-league
boubacar kamara,MF,1999,20,20,1652,0,1,7,1,19,83,10,2023-2024,premier-league
willy kambwala,DF,2004,8,3,330,0,0,1,0,2,8,1,2023-2024,premier-league
thomas kaminski,GK,1992,38,38,3405,0,0,3,0,0,1,0,2023-2024,premier-league
loris karius,GK,1993,1,1,90,0,0,0,0,0,0,0,2023-2024,premier-league
michael keane,DF,1993,9,4,439,1,0,2,0,4,14,3,2023-2024,premier-league
thilo kehrer,"DF,MF",1996,4,0,22,0,0,2,0,0,1,1,2023-2024,premier-league
caoimhín kelleher,GK,1998,10,10,900,0,0,0,0,0,1,0,2023-2024,premier-league
lloyd kelly,DF,1998,23,17,1559,0,1,2,0,15,56,28,2023-2024,premier-league
omari kellyman,FW,2005,2,0,37,0,0,0,0,1,0,0,2023-2024,premier-league
milos kerkez,DF,2003,28,22,1970,0,1,4,1,46,44,93,2023-2024,premier-league
kaine kesler-hayden,"MF,DF",2002,3,0,6,0,0,0,0,0,0,0,2023-2024,premier-league
max kilman,DF,1997,38,38,3420,2,0,7,0,22,117,5,2023-2024,premier-league
jakub kiwior,DF,2000,20,11,946,1,3,1,0,4,55,16,2023-2024,premier-league
justin kluivert,"MF,FW",1999,32,26,1916,7,1,5,0,65,50,114,2023-2024,premier-league
luca koleosho,"MF,FW",2004,15,13,974,1,1,0,0,53,19,82,2023-2024,premier-league
ibrahima konaté,DF,1999,22,17,1574,0,0,5,1,24,118,3,2023-2024,premier-league
ezri konsa,DF,1997,35,35,3069,1,0,5,0,37,136,33,2023-2024,premier-league
cheikhou kouyaté,MF,1989,12,2,212,0,0,2,0,0,5,5,2023-2024,premier-league
mateo kovačić,MF,1994,30,16,1551,1,0,4,0,37,100,38,2023-2024,premier-league
emil krafth,DF,1994,17,8,913,0,0,2,0,12,29,33,2023-2024,premier-league
mohammed kudus,"FW,MF",2000,33,27,2484,8,6,6,0,117,80,216,2023-2024,premier-league
dejan kulusevski,"FW,MF",2000,36,31,2762,8,3,7,0,151,144,388,2023-2024,premier-league
adam lallana,"MF,FW",1988,25,13,850,0,1,2,0,9,39,55,2023-2024,premier-league
tariq lamptey,"DF,FW",2000,19,10,914,0,3,3,0,39,17,64,2023-2024,premier-league
aymeric laporte,DF,1994,1,0,12,0,0,0,0,0,0,0,2023-2024,premier-league
yasser larouci,DF,2001,11,6,531,0,0,1,0,18,14,12,2023-2024,premier-league
jamaal lascelles,DF,1993,16,13,1080,1,0,4,0,8,31,3,2023-2024,premier-league
roméo lavia,MF,2004,1,0,33,0,0,0,0,0,1,0,2023-2024,premier-league
mario lemina,MF,1993,35,34,2968,4,1,12,1,32,76,49,2023-2024,premier-league
clément lenglet,DF,1995,14,14,1153,0,1,3,0,26,51,1,2023-2024,premier-league
