nombre,Posicion,club_actual,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
suso,"FW,MF",Sevilla,16,4,606,0,2,3,0,20,43,74,2024-2025,laliga
williot swedberg,"FW,MF",Celta Vigo,32,15,1348,4,5,1,0,34,28,116,2024-2025,laliga
mamadou sylla,"FW,MF",Valladolid,29,17,1583,5,1,5,0,15,22,52,2024-2025,laliga
wojciech szczęsny,GK,Barcelona,15,15,1350,0,0,0,0,0,0,0,2024-2025,laliga
alexander sørloth,FW,Atlético Madrid,35,15,1566,20,2,4,0,32,31,81,2024-2025,laliga
renato tapia,"MF,DF",Leganés,34,28,2424,1,0,8,0,17,83,20,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
césar tárrega,DF,Valencia,34,34,3026,2,0,7,0,20,79,1,2024-2025,laliga
aurélien tchouaméni,"DF,MF",Real Madrid,32,31,2689,0,0,5,0,19,154,13,2024-2025,laliga
álvaro tejero,"MF,DF",Espanyol,28,13,1238,1,4,2,0,27,46,72,2024-2025,laliga
martín tejón,"MF,DF",Valencia,4,0,49,0,0,0,0,0,4,6,2024-2025,laliga
nahuel tenaglia,DF,Alavés,34,33,2922,2,1,11,0,42,103,98,2024-2025,laliga
marc-andré ter stegen,GK,Barcelona,8,8,674,0,0,0,0,0,2,0,2024-2025,laliga
ramón terrats,"MF,FW",Villarreal,11,1,131,0,0,1,0,1,7,3,2024-2025,laliga
ramón terrats,"MF,FW",Getafe,15,15,1219,4,1,1,0,8,36,37,2024-2025,laliga
raúl de tomás,"DF,FW",Rayo Vallecano,2,0,22,0,0,0,0,0,0,2,2024-2025,laliga
pablo torre,"MF,FW",Barcelona,10,4,310,3,1,0,0,5,17,20,2024-2025,laliga
david torres,DF,Valladolid,18,15,1387,0,0,5,0,11,37,3,2024-2025,laliga
ferrán torres,"FW,MF",Barcelona,27,12,1106,10,6,1,1,23,35,98,2024-2025,laliga
lucas torró,MF,Osasuna,35,35,2957,3,0,10,0,10,109,30,2024-2025,laliga
hamari traoré,DF,Real Sociedad,11,9,700,0,1,2,0,12,26,20,2024-2025,laliga
óscar trejo,MF,Rayo Vallecano,19,6,496,1,0,1,0,15,37,28,2024-2025,laliga
viktor tsyhankov,"FW,MF",Girona,27,23,1913,2,5,1,0,62,65,195,2024-2025,laliga
beñat turrientes,MF,Real Sociedad,21,11,942,0,0,4,0,18,42,28,2024-2025,laliga
christantus uche,"FW,MF",Getafe,33,30,2486,4,6,8,2,43,49,148,2024-2025,laliga
naci ünüvar,"MF,DF",Espanyol,2,0,31,0,0,0,0,1,1,4,2024-2025,laliga
óscar valentín,MF,Rayo Vallecano,34,18,1835,0,0,5,0,13,86,8,2024-2025,laliga
germán valera,MF,Valencia,8,1,148,0,0,0,0,1,2,10,2024-2025,laliga
martin valjent,DF,Mallorca,31,31,2763,3,0,4,0,23,91,17,2024-2025,laliga
jesús vallejo,DF,Real Madrid,4,1,138,0,1,0,0,0,5,1,2024-2025,laliga
federico valverde,"MF,DF",Real Madrid,36,34,3032,6,4,4,0,66,226,76,2024-2025,laliga
siebe van der heyden,"DF,MF",Mallorca,2,1,97,0,0,0,0,1,5,1,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
ruben vargas,"FW,MF",Sevilla,11,9,671,2,1,0,0,29,14,63,2024-2025,laliga
josé luis garcía vayá,MF,Valencia,34,18,1742,2,2,8,1,13,142,19,2024-2025,laliga
jesus vazquez,DF,Valencia,19,10,919,0,0,3,0,32,21,48,2024-2025,laliga
lucas vázquez,DF,Real Madrid,32,25,2189,1,5,4,0,37,99,194,2024-2025,laliga
alejo véliz,FW,Espanyol,27,10,1127,1,0,3,0,2,8,27,2024-2025,laliga
mikel vesga,MF,Athletic Club,25,10,988,0,0,1,0,10,64,22,2024-2025,laliga
carlos vicente,"FW,MF",Alavés,37,35,3092,5,5,3,0,104,68,226,2024-2025,laliga
pau victor,FW,Barcelona,21,2,319,2,1,2,0,6,11,28,2024-2025,laliga
nacho vidal,DF,Osasuna,5,1,124,0,0,0,0,3,1,5,2024-2025,laliga
fran vieites,GK,Betis,4,4,360,0,0,0,0,0,0,0,2024-2025,laliga
sergio viera,MF,Las Palmas,2,1,96,0,0,1,0,0,2,2,2024-2025,laliga
asier villalibre,FW,Alavés,16,2,333,1,1,2,0,4,7,18,2024-2025,laliga
iván villar,GK,Celta Vigo,4,4,360,0,0,0,0,0,0,0,2024-2025,laliga
viti,DF,Las Palmas,29,23,1982,0,2,5,0,43,44,65,2024-2025,laliga
daniel vivian,DF,Athletic Club,32,28,2608,4,0,3,0,36,185,6,2024-2025,laliga
krapyvtsov vladyslav,GK,Girona,2,2,180,0,0,0,0,0,0,0,2024-2025,laliga
iñaki williams,FW,Athletic Club,35,29,2652,6,8,1,0,107,76,302,2024-2025,laliga
nico williams,FW,Athletic Club,29,22,1996,5,5,1,0,118,69,254,2024-2025,laliga
axel witsel,DF,Atlético Madrid,14,9,852,0,1,1,0,2,21,1,2024-2025,laliga
lamine yamal,FW,Barcelona,35,31,2856,9,13,3,0,181,160,433,2024-2025,laliga
daniel yáñez,FW,Real Madrid,1,0,2,0,0,0,0,0,0,0,2024-2025,laliga
bertuğ yıldırım,FW,Getafe,22,14,1083,1,0,7,0,8,14,48,2024-2025,laliga
arsen zakharyan,"MF,FW",Real Sociedad,3,1,73,1,0,0,0,0,3,4,2024-2025,laliga
bryan zaragoza,"FW,MF",Osasuna,27,22,1836,1,6,4,0,105,50,140,2024-2025,laliga
igor zubeldia,DF,Real Sociedad,28,27,2269,0,0,6,1,22,101,3,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
martín zubimendi,MF,Real Sociedad,36,33,2962,2,1,6,0,38,195,43,2024-2025,laliga
